image,is_obstructed,max_conf
corridoio_230_ostruita.jpg,1,0.7773
corridoio_231_ostruita.jpg,1,0.6354
corridoio_232_ostruita.jpg,1,0.755
corridoio_234_ostruita.jpg,1,0.8391
corridoio_235_ostruita.jpg,1,0.0933
corridoio_237_ostruita.jpg,1,0.219
corridoio_238_ostruita.jpg,1,0.4388
corridoio_240_ostruita.jpg,1,0.355
corridoio_241_ostruita.jpg,1,0.4406
corridoio_242_ostruita.jpg,1,0.8737
corridoio_243_ostruita.jpg,1,0.5417
corridoio_244_ostruita.jpg,1,0.8646
corridoio_245_ostruita.jpg,1,0.0
corridoio_246_ostruita.jpg,1,0.7997
corridoio_247_ostruita.jpg,1,0.8268
corridoio_248_ostruita.jpg,1,0.6262
corridoio_249_ostruita.jpg,1,0.8965
corridoio_250_ostruita.jpg,1,0.6438
corridoio_251_ostruita.jpg,1,0.5859
corridoio_252_ostruita.jpg,1,0.4965
corridoio_253_ostruita.jpg,1,0.4786
corridoio_254_ostruita.jpg,1,0.2192
corridoio_256_ostruita.jpg,1,0.9281
corridoio_258_ostruita.jpg,1,0.3012
corridoio_259_ostruita.jpg,1,0.4979
corridoio_260_ostruita.jpg,1,0.4104
corridoio_261_ostruita.jpg,1,0.8932
corridoio_262_ostruita.jpg,1,0.3989
corridoio_263_ostruita.jpg,1,0.8696
corridoio_264_ostruita.jpg,1,0.9331
corridoio_265_ostruita.jpg,1,0.4294
corridoio_266_ostruita.jpg,1,0.8158
corridoio_267_ostruita.jpg,1,0.8485
corridoio_268_ostruita.jpg,1,0.8642
corridoio_270_ostruita.jpg,1,0.3824
corridoio_271_ostruita.jpg,1,0.0
corridoio_273_ostruita.jpg,1,0.1416
corridoio_274_ostruita.jpg,1,0.8419
corridoio_275_ostruita.jpg,1,0.6859
corridoio_276_ostruita.jpg,1,0.2254
corridoio_278_ostruita.jpg,1,0.2608
corridoio_279_ostruita.jpg,1,0.0
corridoio_280_ostruita.jpg,1,0.8605
corridoio_281_ostruita.jpg,1,0.1214
corridoio_282_ostruita.jpg,1,0.4121
corridoio_283_ostruita.jpg,1,0.121
corridoio_284_ostruita.jpg,1,0.2315
corridoio_285_ostruita.jpg,1,0.1882
corridoio_286_ostruita.jpg,1,0.3244
corridoio_287_ostruita.jpg,1,0.3857
corridoio_288_ostruita.jpg,1,0.4901
corridoio_289_ostruita.jpg,1,0.8333
corridoio_290_ostruita.jpg,1,0.7495
corridoio_291_ostruita.jpg,1,0.7891
corridoio_292_ostruita.jpg,1,0.3893
corridoio_293_ostruita.jpg,1,0.0624
corridoio_294_ostruita.jpg,1,0.2373
corridoio_295_ostruita.jpg,1,0.5191
corridoio_296_ostruita.jpg,1,0.4331
corridoio_297_ostruita.jpg,1,0.4087
corridoio_298_ostruita.jpg,1,0.3794
corridoio_300_ostruita.jpg,1,0.7229
corridoio_302_ostruita.jpg,1,0.8184
corridoio_303_ostruita.jpg,1,0.1291
corridoio_304_ostruita.jpg,1,0.885
corridoio_306_ostruita.jpg,1,0.4128
corridoio_307_ostruita.jpg,1,0.119
corridoio_308_ostruita.jpg,1,0.7394
corridoio_309_ostruita.jpg,1,0.6474
corridoio_310_ostruita.jpg,1,0.7627
corridoio_311_ostruita.jpg,1,0.3686
corridoio_312_ostruita.jpg,1,0.7104
corridoio_313_ostruita.jpg,1,0.7385
corridoio_314_ostruita.jpg,1,0.5992
corridoio_315_ostruita.jpg,1,0.4747
corridoio_316_ostruita.jpg,1,0.7715
corridoio_317_ostruita.jpg,1,0.1435
corridoio_318_ostruita.jpg,1,0.0563
corridoio_319_ostruita.jpg,1,0.9246
corridoio_320_ostruita.jpg,1,0.461
corridoio_321_ostruita.jpg,1,0.7783
corridoio_322_ostruita.jpg,1,0.5203
corridoio_323_ostruita.jpg,1,0.7022
corridoio_324_ostruita.jpg,1,0.7664
corridoio_325_ostruita.jpg,1,0.7637
corridoio_326_ostruita.jpg,1,0.8772
corridoio_327_ostruita.jpg,1,0.4325
corridoio_328_ostruita.jpg,1,0.5777
corridoio_329_ostruita.jpg,1,0.1443
corridoio_330_ostruita.jpg,1,0.1454
corridoio_331_ostruita.jpg,1,0.6616
corridoio_332_ostruita.jpg,1,0.8369
corridoio_333_ostruita.jpg,1,0.3774
corridoio_334_ostruita.jpg,1,0.0624
corridoio_335_ostruita.jpg,1,0.818
corridoio_336_ostruita.jpg,1,0.9389
corridoio_337_ostruita.jpg,1,0.8361
corridoio_338_ostruita.jpg,1,0.7747
corridoio_339_ostruita.jpg,1,0.1752
corridoio_340_ostruita.jpg,1,0.751
corridoio_342_ostruita.jpg,1,0.3337
corridoio_343_ostruita.jpg,1,0.0767
corridoio_344_ostruita.jpg,1,0.215
corridoio_346_ostruita.jpg,1,0.7712
corridoio_348_ostruita.jpg,1,0.4799
corridoio_349_ostruita.jpg,1,0.286
corridoio_350_ostruita.jpg,1,0.146
corridoio_351_ostruita.jpg,1,0.4856
corridoio_352_ostruita.jpg,1,0.5577
corridoio_353_ostruita.jpg,1,0.6865
corridoio_355_ostruita.jpg,1,0.3707
corridoio_356_ostruita.jpg,1,0.2149
corridoio_357_ostruita.jpg,1,0.1121
corridoio_358_ostruita.jpg,1,0.3259
corridoio_359_ostruita.jpg,1,0.4698
corridoio_360_ostruita.jpg,1,0.4423
corridoio_361_ostruita.jpg,1,0.7343
corridoio_362_ostruita.jpg,1,0.7192
corridoio_364_ostruita.jpg,1,0.7096
corridoio_365_ostruita.jpg,1,0.4476
corridoio_367_ostruita.jpg,1,0.3722
corridoio_368_ostruita.jpg,1,0.2736
corridoio_369_ostruita.jpg,1,0.5035
corridoio_370_ostruita.jpg,1,0.3229
corridoio_371_ostruita.jpg,1,0.5641
corridoio_372_ostruita.jpg,1,0.1492
corridoio_373_ostruita.jpg,1,0.6797
corridoio_374_ostruita.jpg,1,0.3608
corridoio_375_ostruita.jpg,1,0.4614
corridoio_376_ostruita.jpg,1,0.7697
corridoio_378_ostruita.jpg,1,0.5236
corridoio_379_ostruita.jpg,1,0.3521
corridoio_381_ostruita.jpg,1,0.0956
corridoio_382_ostruita.jpg,1,0.0
corridoio_383_ostruita.jpg,1,0.6624
corridoio_384_ostruita.jpg,1,0.7851
corridoio_385_ostruita.jpg,1,0.3186
corridoio_386_ostruita.jpg,1,0.1915
corridoio_387_ostruita.jpg,1,0.5728
corridoio_388_ostruita.jpg,1,0.3039
corridoio_389_ostruita.jpg,1,0.1915
corridoio_390_ostruita.jpg,1,0.5243
corridoio_391_ostruita.jpg,1,0.5119
corridoio_392_ostruita.jpg,1,0.8393
corridoio_394_ostruita.jpg,1,0.6672
corridoio_395_ostruita.jpg,1,0.6669
corridoio_396_ostruita.jpg,1,0.2809
corridoio_397_ostruita.jpg,1,0.5576
corridoio_398_ostruita.jpg,1,0.7471
corridoio_399_ostruita.jpg,1,0.1808
corridoio_401_ostruita.jpg,1,0.4566
corridoio_402_ostruita.jpg,1,0.3189
corridoio_403_ostruita.jpg,1,0.7723
corridoio_404_ostruita.jpg,1,0.7139
corridoio_406_ostruita.jpg,1,0.4067
corridoio_407_ostruita.jpg,1,0.5734
corridoio_408_ostruita.jpg,1,0.5447
corridoio_409_ostruita.jpg,1,0.6524
corridoio_411_ostruita.jpg,1,0.792
corridoio_412_ostruita.jpg,1,0.9799
corridoio_413_ostruita.jpg,1,0.4007
corridoio_414_ostruita.jpg,1,0.0
corridoio_415_ostruita.jpg,1,0.8275
corridoio_417_ostruita.jpg,1,0.437
corridoio_418_ostruita.jpg,1,0.1293
corridoio_419_ostruita.jpg,1,0.3866
corridoio_420_ostruita.jpg,1,0.5739
corridoio_421_ostruita.jpg,1,0.878
corridoio_422_ostruita.jpg,1,0.5855
corridoio_423_ostruita.jpg,1,0.7265
corridoio_424_ostruita.jpg,1,0.601
corridoio_425_ostruita.jpg,1,0.384
corridoio_426_ostruita.jpg,1,0.0
corridoio_427_ostruita.jpg,1,0.3898
corridoio_428_ostruita.jpg,1,0.5482
corridoio_429_ostruita.jpg,1,0.5837
corridoio_430_ostruita.jpg,1,0.817
corridoio_431_ostruita.jpg,1,0.3784
corridoio_433_ostruita.jpg,1,0.8564
corridoio_434_ostruita.jpg,1,0.3815
corridoio_435_ostruita.jpg,1,0.0762
corridoio_436_ostruita.jpg,1,0.5236
corridoio_437_ostruita.jpg,1,0.2959
corridoio_438_ostruita.jpg,1,0.239
corridoio_439_ostruita.jpg,1,0.5351
corridoio_440_ostruita.jpg,1,0.737
corridoio_441_ostruita.jpg,1,0.7473
corridoio_442_ostruita.jpg,1,0.1624
corridoio_443_ostruita.jpg,1,0.107
corridoio_444_ostruita.jpg,1,0.7847
corridoio_445_ostruita.jpg,1,0.4487
corridoio_446_ostruita.jpg,1,0.892
corridoio_447_ostruita.jpg,1,0.8957
corridoio_448_ostruita.jpg,1,0.8149
corridoio_449_ostruita.jpg,1,0.6831
corridoio_450_ostruita.jpg,1,0.8346
corridoio_451_ostruita.jpg,1,0.0
corridoio_452_ostruita.jpg,1,0.6031
corridoio_453_ostruita.jpg,1,0.8137
corridoio_454_ostruita.jpg,1,0.7987
corridoio_455_ostruita.jpg,1,0.7254
corridoio_456_ostruita.jpg,1,0.3921
corridoio_457_ostruita.jpg,1,0.6609
corridoio_458_ostruita.jpg,1,0.7862
corridoio_459_ostruita.jpg,1,0.5518
corridoio_460_ostruita.jpg,1,0.702
corridoio_461_ostruita.jpg,1,0.7238
corridoio_462_ostruita.jpg,1,0.7141
corridoio_463_ostruita.jpg,1,0.7688
corridoio_464_ostruita.jpg,1,0.6082
corridoio_465_ostruita.jpg,1,0.7333
corridoio_466_ostruita.jpg,1,0.5482
corridoio_467_ostruita.jpg,1,0.7914
corridoio_469_ostruita.jpg,1,0.0585
corridoio_470_ostruita.jpg,1,0.3467
corridoio_471_ostruita.jpg,1,0.4805
corridoio_472_ostruita.jpg,1,0.8047
corridoio_473_ostruita.jpg,1,0.835
corridoio_474_ostruita.jpg,1,0.0698
corridoio_475_ostruita.jpg,1,0.7859
corridoio_476_ostruita.jpg,1,0.5875
corridoio_477_ostruita.jpg,1,0.3057
corridoio_478_ostruita.jpg,1,0.631
corridoio_479_ostruita.jpg,1,0.2584
corridoio_480_ostruita.jpg,1,0.4292
corridoio_481_ostruita.jpg,1,0.6727
corridoio_482_ostruita.jpg,1,0.2214
corridoio_483_ostruita.jpg,1,0.6989
corridoio_484_ostruita.jpg,1,0.6494
corridoio_485_ostruita.jpg,1,0.1451
corridoio_486_ostruita.jpg,1,0.4963
corridoio_487_ostruita.jpg,1,0.8955
corridoio_488_ostruita.jpg,1,0.3867
corridoio_489_ostruita.jpg,1,0.2824
corridoio_490_ostruita.jpg,1,0.2648
corridoio_491_ostruita.jpg,1,0.9196
corridoio_492_ostruita.jpg,1,0.7726
corridoio_493_ostruita.jpg,1,0.737
corridoio_494_ostruita.jpg,1,0.816
corridoio_495_ostruita.jpg,1,0.7238
corridoio_496_ostruita.jpg,1,0.8769
corridoio_497_ostruita.jpg,1,0.5016
corridoio_498_ostruita.jpg,1,0.8194
corridoio_499_ostruita.jpg,1,0.4839
corridoio_500_ostruita.jpg,1,0.8851
corridoio_501_ostruita.jpg,1,0.8652
corridoio_502_ostruita.jpg,1,0.1629
corridoio_503_ostruita.jpg,1,0.8734
corridoio_505_ostruita.jpg,1,0.8412
corridoio_506_ostruita.jpg,1,0.7448
corridoio_507_ostruita.jpg,1,0.8335
corridoio_508_ostruita.jpg,1,0.7162
corridoio_509_ostruita.jpg,1,0.3381
corridoio_510_ostruita.jpg,1,0.2729
corridoio_512_ostruita.jpg,1,0.0703
corridoio_513_ostruita.jpg,1,0.8135
corridoio_514_ostruita.jpg,1,0.5864
corridoio_515_ostruita.jpg,1,0.9134
corridoio_516_ostruita.jpg,1,0.5808
corridoio_518_ostruita.jpg,1,0.8092
corridoio_519_ostruita.jpg,1,0.0
corridoio_520_ostruita.jpg,1,0.7828
corridoio_521_ostruita.jpg,1,0.3473
corridoio_522_ostruita.jpg,1,0.0
corridoio_523_ostruita.jpg,1,0.4551
corridoio_524_ostruita.jpg,1,0.8666
corridoio_525_ostruita.jpg,1,0.3798
corridoio_526_ostruita.jpg,1,0.1131
corridoio_527_ostruita.jpg,1,0.486
corridoio_528_ostruita.jpg,1,0.7313
corridoio_529_ostruita.jpg,1,0.9268
corridoio_530_ostruita.jpg,1,0.6482
corridoio_532_ostruita.jpg,1,0.7626
corridoio_533_ostruita.jpg,1,0.311
corridoio_534_ostruita.jpg,1,0.1071
corridoio_535_ostruita.jpg,1,0.3147
corridoio_536_ostruita.jpg,1,0.3823
corridoio_537_ostruita.jpg,1,0.3827
corridoio_538_ostruita.jpg,1,0.6534
corridoio_539_ostruita.jpg,1,0.3652
corridoio_542_ostruita.jpg,1,0.9412
corridoio_543_ostruita.jpg,1,0.2653
corridoio_544_ostruita.jpg,1,0.3204
corridoio_545_ostruita.jpg,1,0.7307
corridoio_546_ostruita.jpg,1,0.2578
corridoio_547_ostruita.jpg,1,0.6387
corridoio_548_ostruita.jpg,1,0.8349
corridoio_550_ostruita.jpg,1,0.8282
porta_001_ostruita.jpg,1,0.6178
porta_002_ostruita.jpg,1,0.4933
porta_003_ostruita.jpg,1,0.4649
porta_004_ostruita.jpg,1,0.2371
porta_005_ostruita.jpg,1,0.7944
porta_007_ostruita.jpg,1,0.6932
porta_009_ostruita.jpg,1,0.4172
porta_010_ostruita.jpg,1,0.567
porta_011_ostruita.jpg,1,0.0714
porta_012_ostruita.jpg,1,0.5888
porta_013_ostruita.jpg,1,0.6699
porta_014_ostruita.jpg,1,0.3505
porta_015_ostruita.jpg,1,0.5185
porta_016_ostruita.jpg,1,0.1849
porta_017_ostruita.jpg,1,0.8592
porta_018_ostruita.jpg,1,0.411
porta_020_ostruita.jpg,1,0.8589
porta_021_ostruita.jpg,1,0.6967
porta_022_ostruita.jpg,1,0.6758
porta_023_ostruita.jpg,1,0.6663
porta_024_ostruita.jpg,1,0.0957
porta_025_ostruita.jpg,1,0.1161
porta_026_ostruita.jpg,1,0.8105
porta_028_ostruita.jpg,1,0.6416
porta_030_ostruita.jpg,1,0.4717
porta_031_ostruita.jpg,1,0.7505
porta_032_ostruita.jpg,1,0.7111
porta_033_ostruita.jpg,1,0.3483
porta_034_ostruita.jpg,1,0.8339
porta_035_ostruita.jpg,1,0.4789
porta_036_ostruita.jpg,1,0.5514
porta_037_ostruita.jpg,1,0.552
porta_038_ostruita.jpg,1,0.7916
porta_039_ostruita.jpg,1,0.6795
porta_040_ostruita.jpg,1,0.7677
porta_041_ostruita.jpg,1,0.1875
porta_042_ostruita.jpg,1,0.4364
porta_043_ostruita.jpg,1,0.1308
porta_044_ostruita.jpg,1,0.8871
porta_046_ostruita.jpg,1,0.4523
porta_047_ostruita.jpg,1,0.9322
porta_049_ostruita.jpg,1,0.7236
porta_050_ostruita.jpg,1,0.9536
porta_051_ostruita.jpg,1,0.4292
porta_052_ostruita.jpg,1,0.7863
porta_053_ostruita.jpg,1,0.643
porta_054_ostruita.jpg,1,0.8304
porta_055_ostruita.jpg,1,0.0597
porta_056_ostruita.jpg,1,0.8559
porta_057_ostruita.jpg,1,0.8528
porta_058_ostruita.jpg,1,0.4558
porta_059_ostruita.jpg,1,0.8258
porta_060_ostruita.jpg,1,0.6002
porta_061_ostruita.jpg,1,0.1008
porta_062_ostruita.jpg,1,0.8076
porta_063_ostruita.jpg,1,0.4455
porta_064_ostruita.jpg,1,0.5545
porta_065_ostruita.jpg,1,0.4701
porta_066_ostruita.jpg,1,0.416
porta_067_ostruita.jpg,1,0.6373
porta_068_ostruita.jpg,1,0.1386
porta_069_ostruita.jpg,1,0.8321
porta_070_ostruita.jpg,1,0.1554
porta_071_ostruita.jpg,1,0.7588
porta_072_ostruita.jpg,1,0.4257
porta_074_ostruita.jpg,1,0.1456
porta_075_ostruita.jpg,1,0.2994
porta_076_ostruita.jpg,1,0.4175
porta_077_ostruita.jpg,1,0.5645
porta_078_ostruita.jpg,1,0.8655
porta_079_ostruita.jpg,1,0.5091
porta_080_ostruita.jpg,1,0.854
porta_081_ostruita.jpg,1,0.8224
porta_082_ostruita.jpg,1,0.6518
porta_083_ostruita.jpg,1,0.7885
porta_084_ostruita.jpg,1,0.2822
porta_085_ostruita.jpg,1,0.9
porta_086_ostruita.jpg,1,0.5661
porta_087_ostruita.jpg,1,0.1219
porta_088_ostruita.jpg,1,0.4889
porta_089_ostruita.jpg,1,0.0
porta_090_ostruita.jpg,1,0.0999
porta_092_ostruita.jpg,1,0.3159
porta_093_ostruita.jpg,1,0.8326
porta_094_ostruita.jpg,1,0.8658
porta_095_ostruita.jpg,1,0.0893
porta_096_ostruita.jpg,1,0.1184
porta_097_ostruita.jpg,1,0.3812
porta_098_ostruita.jpg,1,0.3066
porta_099_ostruita.jpg,1,0.8133
porta_100_ostruita.jpg,1,0.7709
porta_101_ostruita.jpg,1,0.189
porta_102_ostruita.jpg,1,0.7424
porta_103_ostruita.jpg,1,0.6891
porta_104_ostruita.jpg,1,0.2562
porta_105_ostruita.jpg,1,0.8333
porta_106_ostruita.jpg,1,0.3132
porta_107_ostruita.jpg,1,0.8906
porta_108_ostruita.jpg,1,0.077
porta_110_ostruita.jpg,1,0.5759
porta_111_ostruita.jpg,1,0.8998
porta_112_ostruita.jpg,1,0.8118
porta_113_ostruita.jpg,1,0.3699
porta_114_ostruita.jpg,1,0.2453
porta_115_ostruita.jpg,1,0.676
porta_116_ostruita.jpg,1,0.2596
porta_117_ostruita.jpg,1,0.2806
porta_118_ostruita.jpg,1,0.6184
porta_119_ostruita.jpg,1,0.5437
porta_120_ostruita.jpg,1,0.5969
porta_121_ostruita.jpg,1,0.7253
porta_122_ostruita.jpg,1,0.1144
porta_123_ostruita.jpg,1,0.4939
porta_124_ostruita.jpg,1,0.2753
porta_125_ostruita.jpg,1,0.8515
porta_126_ostruita.jpg,1,0.1456
porta_127_ostruita.jpg,1,0.3994
porta_128_ostruita.jpg,1,0.5407
porta_129_ostruita.jpg,1,0.8829
porta_130_ostruita.jpg,1,0.4596
porta_131_ostruita.jpg,1,0.4964
porta_132_ostruita.jpg,1,0.0
porta_133_ostruita.jpg,1,0.2601
porta_134_ostruita.jpg,1,0.4634
porta_135_ostruita.jpg,1,0.17
porta_136_ostruita.jpg,1,0.8103
